Tipo,Habitaciones,Ba�os,Area,Barrio,Valor
Apartamento,3,2,85,Zona Noroccidental,440000000
Apartamento,3,2,68,El Plan,372000000
Apartamento,1,1,43,Suba,270000000
Casa,7,8,282,Teusaquillo,880000000
Casa,8,4,261,Fontibón,500000000
Apartamento,3,3,145,Santa Barbara,590000000
Casa,3,3,116,Marly,615000000
Apartamento,3,1,47,Bosa,131000000
Apartamento,3,1,42,Bosa,131000000
Apartamento,3,1,42,Bosa,131000000
Apartamento,3,2,57,Bosa,145000000
Apartamento,3,1,47,Bosa,125000000
Casa,6,4,334,Engativa,820000000
Apartamento,2,2,70,Cedritos,319000000
Apartamento,3,1,47,Bosa,131000000
Apartamento,3,1,53,Bosa,142000000
Apartamento,3,1,56,Bosa,150000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,2,66,Usaquén,261500000
Apartamento,3,2,56,Zona Noroccidental,248000000
Apartamento,3,2,58,Cantagallo,311000000
Apartamento,2,2,74,Chapinero,620000000
Apartamento,3,2,106,El Plan,491000000
Apartamento,3,2,89,Barrios Unidos,460000000
Casa,3,2,114,La Uribe,416000000
Apartamento,3,1,61,Engativa,216000000
Casa,5,3,130,Usaquén,505000000
Apartamento,1,1,47,Usaquén,492000000
Apartamento,3,2,88,Usaquén,408000000
Apartamento,3,2,50,Usaquén,245000000
Apartamento,1,1,43,Usaquén,550000000
Apartamento,3,1,53,Fontibón,177000000
Apartamento,3,2,90,El Plan,575000000
Apartamento,2,1,45,Fontibón,270000000
Apartamento,1,1,38,Kennedy,150000000
Apartamento,2,2,55,Kennedy,270000000
Casa,5,4,245,Zona Noroccidental,750000000
Apartamento,3,4,176,Cedritos,880000000
Apartamento,3,2,60,Villas De Granada,215625000
Casa,4,2,63,Engativa,176000000
Apartamento,3,2,86,Portales Del Norte,404000000
Casa,4,2,92,Ciudad Bolívar,250000000
Apartamento,3,2,54,Kennedy,237000000
Apartamento,2,2,60,Santa Barbara,340000000
Apartamento,3,2,64,Ciudad Salitre,466000000
Casa,4,5,389,Usaquén,2900000000
Apartamento,3,1,52,Zona Noroccidental,168000000
Apartamento,3,1,52,Zona Noroccidental,168000000
Apartamento,2,2,68,Nicolas De Federman,508000000
Apartamento,3,2,50,Engativa,160000000
Apartamento,3,2,60,Villas De Granada,230000000
Apartamento,4,4,100,Cedritos,426000000
Apartamento,3,2,93,Usaquén,520000000
Apartamento,3,5,427,Chapinero,3500000000
Apartamento,3,2,105,Santa Teresa,535000000
Apartamento,3,2,86,Mazuren,373000000
Apartamento,1,2,50,Santa Fe,354000000
Apartamento,3,2,59,Antonio Nariño,245000000
Apartamento,1,1,45,Santa Barbara,250000000
Apartamento,2,3,89,El Contador,500000000
Apartamento,3,2,60,Zona Noroccidental,256500000
Apartamento,2,2,48,Engativa,210000000
Apartamento,2,3,102,Usaquén,850000000
Apartamento,3,2,107,El Batán,525000000
Apartamento,2,2,107,San Patricio,760000000
Apartamento,3,2,74,Zona Noroccidental,260000000
Apartamento,3,1,49,Bosa,163000000
Apartamento,2,2,81,Santa Barbara,430000000
Apartamento,3,2,70,Portales Del Norte,320000000
Apartamento,3,2,70,Portales Del Norte,330000000
Apartamento,1,1,41,Zona Noroccidental,246000000
Apartamento,3,2,79,Usaquén,300000000
Apartamento,2,2,60,Cantagallo,387000000
Casa,3,3,73,Engativa,360000000
Casa,4,2,71,Engativa,220000000
Apartamento,3,1,61,Engativa,193000000
Apartamento,3,2,81,Engativa,410000000
Apartamento,3,2,66,Usaquén,247990000
Apartamento,3,1,46,Bosa,127000000
Apartamento,3,2,62,Colina Campestre,281000000
Apartamento,2,2,66,Zona Noroccidental,345000000
Apartamento,2,1,45,Tintala,183000000
Apartamento,2,2,70,Cedritos,319000000
Apartamento,3,3,89,Santa Barbara,500000000
Casa,3,1,48,Bosa,160000000
Apartamento,3,2,68,Zona Noroccidental,270000000
Apartamento,2,3,59,Santa Barbara,435600000
Apartamento,3,2,106,El Plan,491000000
Apartamento,2,2,84,Usaquén,565000000
Apartamento,3,2,48,Kennedy,159000000
Apartamento,3,2,104,El Chicó,500000000
Apartamento,3,2,68,Kennedy,322000000
Apartamento,3,1,50,Engativa,186000000
Apartamento,2,2,83,Santa Barbara,444000000
Apartamento,3,2,83,Portales Del Norte,390000000
Apartamento,2,1,36,Zona Noroccidental,202000000
Apartamento,3,1,49,Kennedy,175000000
Apartamento,3,1,47,Zona Noroccidental,190000000
Apartamento,3,2,48,Usaquén,175000000
Apartamento,2,2,60,Cantagallo,386990000
Casa,2,1,60,Zona Noroccidental,163000000
Apartamento,3,2,103,Zona Noroccidental,530000000
Apartamento,3,2,63,Zona Noroccidental,298000000
Apartamento,3,2,63,Barrancas,238000000
Apartamento,3,2,127,Palermo,550000000
Apartamento,3,1,59,Ciudad Bolívar,145000000
Apartamento,3,1,57,Engativa,163000000
Casa,7,5,200,Chapinero,570000000
Apartamento,1,1,69,Santa Barbara,425000000
Apartamento,1,2,31,Santa Barbara,330700000
Apartamento,3,2,92,Usaquén,485000000
Casa,8,3,257,Eduardo Santos,500000000
Apartamento,2,2,53,Kennedy,150500000
Casa,3,2,74,Bosa,367000000
Apartamento,2,2,53,Cedritos,371000000
Apartamento,1,2,71,Cedritos,394500000
Apartamento,4,3,143,Quinta Paredes,680000000
Casa,5,4,142,Normandia,600000000
Apartamento,3,2,72,Zona Noroccidental,420000000
Apartamento,3,3,120,Ciudad Salitre,1650000000
Apartamento,3,2,103,Pasadena ,478000000
Casa,4,4,200,Teusaquillo,1350000000
Apartamento,3,3,93,San Patricio,460000000
Apartamento,3,2,79,El Plan,455000000
Apartamento,3,3,117,San Patricio,950000000
Casa,3,2,174,Kennedy,620000000
Casa,5,3,147,Kennedy,730000000
Casa,4,3,120,Zona Noroccidental,800000000
Apartamento,3,1,47,Antonio Nariño,115000000
Apartamento,3,3,108,Cedritos,503000000
Apartamento,2,2,59,Cedritos,351000000
Apartamento,3,2,59,Suba,325000000
Apartamento,3,2,68,Mazuren,520000000
Casa,4,2,104,Florida Blanca,330000000
Apartamento,3,4,151,Zona Noroccidental,660000000
Apartamento,3,3,108,Zona Noroccidental,570000000
Apartamento,3,3,118,Santa Barbara,970000000
Apartamento,4,3,90,Metropolis,450000000
Apartamento,3,3,118,Zona Noroccidental,730000000
Casa,5,4,136,Puente Aranda,400000000
Apartamento,2,1,45,Zona Noroccidental,165000000
Apartamento,3,3,117,Zona Noroccidental,630000000
Apartamento,3,2,72,Barrios Unidos,280000000
Apartamento,3,2,75,Santa Teresa,315000000
Casa,6,3,315,Rafael Uribe Uribe,780000000
Casa,3,2,44,Fontibón,138000000
Apartamento,2,2,43,Fontibón,220000000
Apartamento,3,2,59,Kennedy,300000000
Apartamento,3,1,53,Bosa,140000000
Casa,4,2,86,Engativa,425000000
Casa,2,1,48,Fontibón,149000000
Apartamento,3,2,52,Fontibón,163000000
Apartamento,3,2,58,Usaquén,225000000
Apartamento,3,2,75,Kennedy,332000000
Apartamento,1,2,57,Chapinero,355000000
Apartamento,3,1,53,Kennedy,136000000
Apartamento,3,2,68,Puente Aranda,233000000
Apartamento,3,2,76,Cedritos,350000000
Apartamento,3,2,70,Castilla,310000000
Apartamento,2,3,76,Usaquén,450000000
Casa,5,4,300,Galicia,500000000
Apartamento,2,2,58,Zona Noroccidental,340000000
Apartamento,3,2,85,Cedritos,430000000
Apartamento,3,2,63,Zona Noroccidental,258000000
Casa,3,2,69,Fontibón,300000000
Casa,4,3,138,Cedritos,745000000
Apartamento,3,3,101,Cedritos,410000000
Apartamento,2,2,72,El Plan,440000000
Apartamento,2,2,53,Nueva Zelandia,260000000
Apartamento,3,3,146,Cedritos,600000000
Apartamento,3,3,100,Usaquén,685000000
Apartamento,2,3,100,Chico Reservado,870000000
Apartamento,2,2,74,Chapinero,565000000
Apartamento,2,3,80,Usaquén,460000000
Apartamento,2,1,48,Engativa,215000000
Apartamento,1,2,54,Usaquén,400000000
Apartamento,2,3,80,Usaquén,460000000
Apartamento,2,1,48,Engativa,215000000
Apartamento,1,1,25,Chapinero Central,205000000
Apartamento,1,1,40,Santa Barbara,280000000
Casa,3,2,58,Kennedy,170000000
Apartamento,3,3,137,Usaquén,1050000000
Apartamento,3,2,63,Fontibón,285000000
Apartamento,3,3,91,Usaquén,530000000
Casa,4,2,257,Zona Noroccidental,1200000000
Apartamento,2,2,118,Usaquén,800000000
Apartamento,3,2,67,Usaquén,280000000
Apartamento,3,2,91,Engativa,280000000
Apartamento,1,1,33,Chapinero Central,240000000
Apartamento,3,2,72,Kennedy,290000000
Casa,8,3,240,Kennedy,600000000
Apartamento,2,2,56,Teusaquillo,250000000
Casa,3,2,60,Usme,160000000
Apartamento,3,2,89,Chapinero Central,550000000
Casa,3,2,200,Villa Maria,240000000
Casa,5,2,144,Bosa,315000000
Apartamento,2,3,70,Zona Noroccidental,280000000
Casa,7,3,210,Kennedy,400000000
Apartamento,3,2,148,Zona Noroccidental,750000000
Apartamento,3,2,68,Mazuren,520000000
Apartamento,3,2,58,Cantagallo,250000000
Apartamento,2,2,65,El Plan,440000000
Apartamento,4,3,134,Mazuren,960000000
Apartamento,3,5,285,Bogotá DC,2200000000
Apartamento,3,2,84,Cantagallo,630000000
Apartamento,3,3,154,Usaquén,970000000
Casa,5,5,457,El Chicó,3500000000
Apartamento,3,1,55,Zona Noroccidental,265500000
Casa,13,4,295,Kennedy,394058882
Apartamento,2,1,55,Kennedy,220000000
Apartamento,2,2,73,Teusaquillo,380000000
Apartamento,3,2,111,Zona Noroccidental,509395301
Casa,12,3,250,Rafael Uribe Uribe,389227370
Apartamento,2,1,41,Zona Noroccidental,300000000
Apartamento,3,2,67,Engativa,252000000
Apartamento,3,2,63,Barrancas,233000000
Apartamento,2,2,59,Teusaquillo,350000000
Apartamento,3,2,50,Engativa,175000000
Casa,3,2,86,Kennedy,275000000
Apartamento,3,2,72,Rafael Uribe Uribe,330000000
Apartamento,3,2,59,Zona Noroccidental,160000000
Apartamento,3,2,122,Cedritos,510000000
Apartamento,3,2,122,Cedritos,510000000
Apartamento,3,2,88,Zona Noroccidental,495000000
Apartamento,2,2,64,Cedritos,272000000
Apartamento,3,2,73,Usaquén,312000000
Casa,3,1,68,Engativa,255000000
Apartamento,3,2,74,Teusaquillo,317000000
Apartamento,2,2,57,Cantagallo,365000000
Apartamento,3,3,114,Santa Barbara,510000000
Apartamento,3,2,103,Puente Largo,473000000
Apartamento,3,2,60,Engativa,272000000
Apartamento,2,2,53,Engativa,326000000
Apartamento,3,2,54,Engativa,245000000
Apartamento,2,1,46,Kennedy,130000000
Casa,4,2,77,Gran Granada,250000000
Casa,4,3,201,Engativa,700000000
Apartamento,1,1,86,La Salle,444000000
Apartamento,3,2,64,Cedritos,296000000
Apartamento,3,2,100,Teusaquillo,565000000
Apartamento,3,2,77,Normandia,335000000
Apartamento,3,3,108,Cedritos,498000000
Apartamento,3,3,77,El Batán,495000000
Apartamento,3,2,85,Gran Granada,342000000
Apartamento,3,3,114,Santa Barbara,505000000
Apartamento,2,2,70,Engativa,295000000
Apartamento,2,1,45,Rafael Uribe Uribe,150000000
Apartamento,2,2,76,Cedritos,450000000
Apartamento,1,2,51,Cedritos,300000000
Apartamento,3,3,140,Cedritos,534000000
Apartamento,2,2,75,Cedritos,390000000
Apartamento,3,2,85,Cedritos,500000000
Apartamento,2,2,89,Cedritos,560000000
Apartamento,2,2,72,Cedritos,490000000
Apartamento,3,2,95,Cedritos,480000000
Apartamento,3,1,52,Usme,190000000
Apartamento,3,3,95,Zona Noroccidental,580000000
Casa,2,1,45,Bosa,118000000
Apartamento,2,1,50,Bosa,110000000
Apartamento,3,2,76,Cedritos,420000000
Apartamento,2,1,39,Kennedy,195000000
Apartamento,3,2,106,Mazuren,491000000
Apartamento,3,4,186,Chapinero,1110000000
Apartamento,1,2,57,Chapinero,350000000
Apartamento,3,2,71,Cedritos,310000000
Apartamento,3,2,69,Santa Fe,490000000
Apartamento,4,4,274,Zona Noroccidental,1399000000
Apartamento,3,2,90,Mazuren,400000000
Apartamento,3,2,87,Ciudad Salitre,815000000
Casa,5,3,132,Bosa,160000000
Apartamento,2,2,40,Usaquén,300000000
Oficina/Consultorio,2,1,37,Chico Reservado,280000000
Apartamento,3,2,67,Kennedy,295000000
Apartamento,3,2,44,Rafael Uribe Uribe,175000000
Apartamento,1,1,36,Chico Norte,360000000
Casa,3,3,104,Mirandela ,550000000
Casa,4,4,248,Zona Noroccidental,900000000
Apartamento,2,3,85,Santa Paula,519000000
Apartamento,2,2,80,Usaquén,495000000
Apartamento,3,2,125,Usaquén,840000000
Apartamento,3,3,249,Chico Reservado,2200000000
Apartamento,3,2,120,Bella Suiza,720000000
Apartamento,2,2,66,Cedritos,350000000
Apartamento,3,5,163,El Batán,1350000000
Apartamento,3,2,67,Engativa,320000000
Apartamento,3,2,104,Normandia,650000000
Apartamento,3,4,124,Usaquén,868000000
Apartamento,1,2,50,Barrios Unidos,305000000
Apartamento,5,3,114,Zona Noroccidental,475000000
Apartamento,3,3,119,La Calleja,1200000000
Casa,2,1,44,Kennedy,125000000
Casa,14,1,390,Barrios Unidos,1800000000
Apartamento,2,3,80,Portales Del Norte,370000000
Casa,110,2,110,La Uribe,480000000
Casa,7,5,285,Puente Aranda,880000000
Apartamento,2,2,73,Chapinero,483000000
Casa,3,3,73,Castilla,329000000
Apartamento,2,2,55,Kennedy,198000000
Apartamento,2,2,73,Chapinero,483000000
Apartamento,3,3,112,Cedritos,530000000
Apartamento,4,3,115,Usaquén,500000000
Apartamento,3,3,89,San Patricio,491000000
Apartamento,3,2,85,Mazuren,479000000
Apartamento,2,3,85,Santa Paula,519000000
Casa,3,2,63,La Estancia,178000000
Apartamento,4,2,92,San Patricio,491000000
Casa,3,2,63,La Estancia,168000000
Casa,3,3,178,San Patricio,1000000000
Apartamento,2,3,72,Zona Noroccidental,340500000
Apartamento,3,2,72,Cedritos,366000000
Apartamento,3,2,65,Usaquén,265000000
Apartamento,3,3,77,El Batán,500000000
Apartamento,1,2,51,Zona Noroccidental,210000000
Apartamento,3,3,93,Cedritos,388000000
Apartamento,3,2,75,Engativa,413500000
Casa,3,2,70,Usaquén,282000000
Apartamento,3,2,63,Colina Campestre,298000000
Apartamento,3,2,65,Cantagallo,350000000
Apartamento,3,5,157,Sotavento,915000000
Apartamento,3,1,52,Mazuren,240000000
Apartamento,3,2,86,Kennedy,450000000
Apartamento,3,2,54,Kennedy,237000000
Casa,3,2,68,Tintala,212500000
Apartamento,2,2,61,Santa Barbara,535000000
Apartamento,3,2,86,La Calleja,451000000
Apartamento,3,3,95,Cedritos,499800000
Apartamento,2,2,61,Santa Barbara,535000000
Apartamento,6,3,154,Nicolas De Federman,550000000
Apartamento,3,2,64,Fontibón,296000000
Apartamento,3,3,132,Cedritos,530000000
Apartamento,1,2,61,Bella Suiza,421000000
Apartamento,3,2,101,Cedritos,435800000
Apartamento,4,3,108,El Batán,561000000
Apartamento,3,2,48,Fontibón,167000000
Casa,5,4,142,Normandia,600000000
Apartamento,3,2,115,Colina Campestre,530000000
Apartamento,3,3,138,Usaquén,1295000000
Apartamento,1,2,70,La Calleja,474500000
Apartamento,3,3,96,Cantagallo,500000000
Apartamento,3,2,85,Gran Granada,347000000
Apartamento,3,3,66,Usaquén,257000000
Apartamento,3,2,75,Zona Noroccidental,315000000
Casa,4,3,105,Usaquén,375000000
Apartamento,3,2,81,Zona Noroccidental,311000000
Apartamento,2,2,79,Barrios Unidos,490000000
Apartamento,2,2,76,San Patricio,600000000
Apartamento,1,1,47,Teusaquillo,350000000
Apartamento,1,2,52,Usaquén,330000000
Apartamento,1,1,43,Teusaquillo,330000000
Casa,11,7,253,Engativa,490000000
Apartamento,2,2,78,Bella Suiza,550000000
Apartamento,3,2,148,Santa Barbara,850000000
Apartamento,3,3,108,La Calleja,620000000
Apartamento,3,3,235,Usaquén,1200000000
Apartamento,3,2,79,Cedritos,325000000
Apartamento,3,3,95,Bella Suiza,460000000
Casa,3,1,60,Usme,125000000
Apartamento,3,4,230,Bosque De Pinos,1550000000
Apartamento,2,1,46,Fontibón,165000000
Apartamento,3,3,133,Usaquén,750000000
Apartamento,2,2,57,Zona Noroccidental,280000000
Apartamento,3,2,58,Florencia,220000000
Apartamento,3,3,118,San Patricio,850000000
Apartamento,2,1,38,Kennedy,155000000
Apartamento,3,2,60,Cedritos,290000000
Casa,3,2,68,Tintala,212500000
Apartamento,1,1,29,Teusaquillo,190080000
Apartamento,3,2,77,Kennedy,390000000
Apartamento,2,1,42,Tintala,136000000
Casa,8,3,130,Kennedy,1250000000
Apartamento,3,2,43,Zona Noroccidental,155000000
Casa,4,4,320,Zona Noroccidental,1300000000
Casa,4,5,435,Zona Noroccidental,1250000000
Apartamento,3,2,74,Zona Noroccidental,278000000
Apartamento,2,3,87,Bella Suiza,580000000
Apartamento,3,2,77,Normandia,340000000
Apartamento,2,3,90,Bella Suiza,580000000
Apartamento,3,2,233,Chapinero,1500000000
Apartamento,3,2,90,Tintala,385000000
Apartamento,3,2,71,Kennedy,355000000
Apartamento,2,2,91,El Batán,445000000
Apartamento,2,2,176,Chico Norte,740000000
Apartamento,3,5,342,Santa Barbara,1190000000
Apartamento,3,2,59,Ciudad Bolívar,173000000
Apartamento,3,3,120,Usaquén,950000000
Apartamento,3,2,71,Kennedy,355000000
Apartamento,2,3,98,Usaquén,870000000
Apartamento,2,2,176,Chico Norte,740000000
Apartamento,2,2,91,El Batán,445000000
Apartamento,3,2,233,Chapinero,1500000000
Apartamento,3,2,90,Tintala,385000000
Apartamento,3,2,110,Usaquén,640000000
Apartamento,2,2,57,Zona Noroccidental,225000000
Apartamento,3,1,47,Kennedy,137000000
Apartamento,3,2,57,Zona Noroccidental,184900000
Apartamento,3,2,51,Zona Noroccidental,154000000
Apartamento,2,2,55,El Batán,340000000
Apartamento,2,1,31,Usme,104000000
Apartamento,1,2,54,San Patricio,356000000
Casa,3,2,159,Suba,460000000
Apartamento,3,2,87,Kennedy,382100000
Casa,3,4,368,Zona Noroccidental,1700000000
Apartamento,3,2,100,Zona Noroccidental,485000000
Apartamento,1,2,54,Santa Fe,370000000
Apartamento,1,2,53,Santa Fe,438000000
Apartamento,1,1,36,Portales Del Norte,230000000
Apartamento,1,1,27,Teusaquillo,181000000
Apartamento,2,1,34,Kennedy,113000000
Apartamento,3,3,103,El Batán,418000000
Apartamento,3,2,81,Zona Noroccidental,311000000
Apartamento,3,1,58,Zona Noroccidental,162000000
Apartamento,3,1,50,Zona Noroccidental,176000000
Apartamento,3,2,77,Kennedy,390000000
Apartamento,2,1,42,Tintala,136000000
Casa,8,3,130,Kennedy,1250000000
Apartamento,3,2,43,Zona Noroccidental,155000000
Casa,4,4,320,Zona Noroccidental,1300000000
Casa,4,5,435,Zona Noroccidental,1250000000
Apartamento,3,2,74,Zona Noroccidental,278000000
Apartamento,2,3,87,Bella Suiza,580000000
Apartamento,3,2,77,Normandia,340000000
Apartamento,2,3,90,Bella Suiza,580000000
Apartamento,3,2,233,Chapinero,1500000000
Apartamento,3,2,90,Tintala,385000000
Apartamento,3,2,71,Kennedy,355000000
Apartamento,2,2,91,El Batán,445000000
Apartamento,2,2,176,Chico Norte,740000000
Apartamento,3,5,342,Santa Barbara,1190000000
Apartamento,3,3,120,Usaquén,950000000
Apartamento,2,1,44,Zona Noroccidental,144000000
Apartamento,3,2,87,Zona Noroccidental,480000000
Apartamento,3,3,151,Usaquén,1080000000
Apartamento,3,5,200,Usaquén,1050000000
Apartamento,3,2,5458,Zona Noroccidental,178000000
Apartamento,3,2,59,Ciudad Bolívar,173000000
Apartamento,2,3,98,Usaquén,870000000
Apartamento,3,2,51,Zona Noroccidental,154000000
Apartamento,2,2,55,El Batán,340000000
Apartamento,2,1,31,Usme,104000000
Apartamento,2,2,57,Zona Noroccidental,225000000
Apartamento,3,2,110,Usaquén,640000000
Apartamento,3,2,57,Zona Noroccidental,184900000
Apartamento,2,2,59,Engativa,240000000
Apartamento,4,3,81,Cedritos,400000000
Apartamento,4,2,86,Usaquén,380000000
Apartamento,3,2,64,Cedritos,260000000
Apartamento,3,2,67,Kennedy,290000000
Casa,13,7,720,Fontibón,1350000000
Apartamento,2,2,55,Zona Noroccidental,290000000
Casa,7,4,255,Puente Aranda,530000000
Apartamento,3,2,90,Cedritos,540000000
Apartamento,3,2,72,Cedritos,290000000
Apartamento,3,3,100,La Candelaria,648000000
Casa,3,2,72,Cantagallo,300000000
Casa,5,2,120,Cedritos,600000000
Casa,3,3,137,Usaquén,520000000
Apartamento,4,3,120,Cedritos,520000000
Bodega,4,4,420,Bochica,1200000000
Apartamento,3,3,90,Engativa,470000000
Apartamento,3,2,60,Engativa,250000000
Apartamento,2,2,74,Bosque De Pinos,350000000
Apartamento,1,1,38,Santa Fe,322000000
Apartamento,3,2,72,Tunjuelito,230000000
Apartamento,2,2,59,Usaquén,435000000
Apartamento,3,2,69,Barrios Unidos,289000000
Apartamento,3,1,50,Zona Noroccidental,168000000
Apartamento,2,2,70,Nicolas De Federman,665000000
Apartamento,4,4,343,Chico Reservado,4200000000
Apartamento,2,2,59,Usaquén,435000000
Apartamento,3,3,108,Cedritos,580000000
Apartamento,4,3,175,Usaquén,950000000
Apartamento,1,2,45,Cedritos,350000000
Apartamento,2,3,152,Chapinero,749000000
Casa,3,4,386,El Salitre,1100000000
Apartamento,2,2,88,Chapinero,720000000
Apartamento,1,2,59,La Calleja,360000000
Apartamento,3,4,157,Usaquén,1400000000
Apartamento,4,3,205,Usaquén,1200000000
Apartamento,2,2,55,La Granja,260000000
Apartamento,3,2,70,Engativa,315000000
Apartamento,3,2,110,La Soledad ,485000000
Casa,4,2,105,Usaquén,380000000
Apartamento,3,2,91,Usaquén,395000000
Apartamento,3,2,51,Zona Noroccidental,145000000
Apartamento,3,3,150,Santa Barbara,795000000
Apartamento,3,2,47,Fontibón,215000000
Apartamento,4,5,555,El Chicó,6100000000
Casa,2,2,74,Usaquén,370000000
Apartamento,3,2,90,Zona Noroccidental,460000000
Apartamento,3,4,154,Chico Reservado,910000000
Apartamento,3,3,130,Usaquén,936000000
Apartamento,2,2,70,Mazuren,270000000
Casa,3,2,90,Cedritos,415000000
Apartamento,2,2,65,Usaquén,399000000
Apartamento,3,2,115,Bella Suiza,650000000
Casa,5,2,386,Kennedy,970000000
