Tipo,Habitaciones,Ba�os,Area,Barrio,Valor
Apartamento,3,2,57,Bosa,145000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,1,47,Bosa,136000000
Apartamento,3,2,57,Bosa,147300000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,2,60,Rafael Uribe Uribe,255000000
Casa,3,3,124,Normandia,540000000
Apartamento,3,2,64,La Uribe,240000000
Apartamento,3,1,48,Suba,190000000
Apartamento,3,2,64,Salitre ,466000000
Casa,6,3,216,Kennedy,498000000
Apartamento,3,3,122,Usaquén,609000000
Apartamento,2,2,51,Usaquén,336000000
Apartamento,3,3,120,El Batán,730000000
Apartamento,2,1,51,Usaquén,220000000
Apartamento,3,4,175,Chico Reservado,1150000000
Apartamento,3,2,97,Alameda,580000000
Apartamento,3,3,117,Bella Suiza,620000000
Apartamento,3,3,135,Chico Reservado,1300000000
Apartamento,2,2,63,Pasadena ,350000000
Apartamento,3,2,80,Gran America,670000000
Apartamento,2,1,40,Madelena,179999999
Apartamento,1,2,68,Parque Central Bavaria,460000000
Apartamento,1,2,58,El Refugio,651000000
Apartamento,1,2,55,El Refugio,622000000
Apartamento,3,2,87,Zona Noroccidental,419999999
Apartamento,3,2,76,Mirandela ,280000000
Apartamento,2,1,50,Ciudadela Colsubsidio,193000000
Apartamento,4,3,101,Ciudad Bolívar,460000000
Apartamento,3,1,54,Ciudad Bolívar,179999000
Apartamento,3,3,92,El Chicó,640000000
Casa,3,2,82,Engativa,390000000
Casa,6,3,144,Zona Noroccidental,536000000
Casa,3,2,182,Zona Noroccidental,670000000
Casa,9,5,445,Kennedy,600000000
Apartamento,3,1,47,Bosa,136000000
Casa,3,1,47,Bosa,120800000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,47,Bosa,134000000
Apartamento,3,1,57,Bosa,145000000
Apartamento,2,1,47,Bosa,130000000
Apartamento,3,1,46,Bosa,125730000
Apartamento,3,1,47,Bosa,128000000
Apartamento,3,1,57,Bosa,145000000
Casa,3,1,47,Bosa,120800000
Apartamento,3,1,56,Bosa,150000000
Apartamento,3,1,48,Bosa,136000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,2,52,Bosa,155000000
Apartamento,3,1,47,Bosa,102000000
Apartamento,3,2,62,Bosa,150000000
Apartamento,3,1,42,Bosa,131000000
Apartamento,2,1,48,Bosa,128500000
Apartamento,3,2,57,Bosa,145000000
Apartamento,3,1,48,Bosa,129000000
Apartamento,3,1,48,Bosa,129000000
Casa,3,1,47,Bosa,120800000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,1,47,Bosa,125000000
Apartamento,3,2,62,Bosa,153500000
Apartamento,3,1,48,Bosa,126500000
Apartamento,2,1,48,Bosa,128500000
Apartamento,3,2,52,Bosa,155000000
Apartamento,3,1,47,Bosa,124000000
Apartamento,3,2,57,Bosa,147300000
Apartamento,2,2,91,Barrios Unidos,380000000
Apartamento,3,2,58,Kennedy,280000000
Apartamento,2,1,37,Los Mártires,188000000
Apartamento,3,3,129,Chico Navarra,770000000
Casa,4,3,130,Zona Noroccidental,635000000
Casa,4,3,180,Andes Norte,750000000
Apartamento,3,3,114,Santa Barbara,600000000
Apartamento,3,3,125,Zona Noroccidental,650000000
Apartamento,3,2,90,Gran Granada,410000000
Casa,18,6,238,Engativa,1400000000
Apartamento,1,1,36,San Cipriano,218000000
Apartamento,3,4,125,Barrios Unidos,449000000
Apartamento,3,2,78,Zona Noroccidental,348000000
Apartamento,3,3,148,Chapinero,1300000000
Apartamento,3,2,102,Chapinero,575000000
Apartamento,3,3,230,Los Rosales,1380000000
Apartamento,2,2,49,Chico Reservado,477000000
Apartamento,3,2,104,Cedritos,367500000
Apartamento,3,2,63,Rafael Uribe Uribe,251000000
Apartamento,4,2,88,Kennedy,393400000
Apartamento,3,3,82,Santa Barbara,592000000
Apartamento,3,1,55,Zona Noroccidental,165000000
Apartamento,2,2,53,Kennedy,150500000
Apartamento,3,2,63,Colina Campestre,298000000
Apartamento,3,1,45,Tintala,140000000
Apartamento,3,2,69,Suba,270000000
Apartamento,2,2,63,Usaquén,285000000
Apartamento,3,2,83,Salitre ,500000000
Apartamento,3,2,93,Chapinero Central,380000000
Apartamento,3,2,79,Cedritos,240000000
Apartamento,3,3,119,Puente Largo,685000000
Apartamento,2,3,86,Puente Largo,395000000
Apartamento,1,1,49,El Chicó,320000000
Apartamento,3,3,94,Usaquén,360000000
Apartamento,1,1,37,La Salle,220000000
Apartamento,2,2,42,Suba,195000000
Apartamento,3,2,94,Usaquén,345000000
Apartamento,3,2,79,Cedritos,240000000
Apartamento,2,2,55,Kennedy,214000000
Apartamento,1,1,52,Chapinero Alto,370000000
Apartamento,3,4,183,Zona Noroccidental,980000000
Apartamento,3,3,54,Engativa,249000000
Casa,3,3,140,Usaquén,534000000
Apartamento,5,5,427,Chico Norte,2200000000
Apartamento,3,4,265,Usaquén,1390000000
Apartamento,3,5,217,Santa Barbara,1700000000
Apartamento,3,3,94,Nicolas De Federman,595000000
Apartamento,3,2,123,Zona Noroccidental,450000000
Apartamento,2,1,45,San Cristobal,180000000
Apartamento,1,2,54,Cedritos,328000000
Apartamento,2,1,39,Kennedy,163500000
Apartamento,3,3,116,Pasadena ,460000000
Finca,3,6,370,Zona Noroccidental,3000000000
Apartamento,3,2,88,Usaquén,408000000
Apartamento,2,1,40,Ciudad Bolívar,142000000
Casa,1,2,58,Santa Barbara,419600000
Casa,2,1,43,Kennedy,116000000
Apartamento,3,3,89,Zona Noroccidental,358000000
Apartamento,3,2,50,Engativa,160500000
Apartamento,3,2,95,Cedritos,442436000
Apartamento,3,2,61,Usaquén,270000000
Apartamento,3,2,73,Zona Noroccidental,318000000
Apartamento,3,2,70,Engativa,298500000
Apartamento,3,2,54,Engativa,280000000
Apartamento,2,3,92,El Chicó,860000000
Apartamento,3,2,58,Teusaquillo,116000000
Apartamento,3,1,52,Puente Aranda,120000000
Apartamento,2,2,124,Usaquén,1100000000
Apartamento,2,2,61,Pasadena ,410000000
Apartamento,3,3,103,Barrios Unidos,800000000
Apartamento,3,2,84,Colina Campestre,516742260
Apartamento,2,2,86,Cedritos,520000000
Casa,5,3,172,Kennedy,280000000
Oficina/Consultorio,4,4,256,Santa Barbara,1670000000
Apartamento,4,6,396,Chico Navarra,2000000000
Casa,3,3,92,Engativa,359000000
Apartamento,3,5,310,Kennedy,2900000000
Finca,6,9,800,Bella Suiza,5000000000
Apartamento,5,7,576,Santa Barbara,1650000000
Apartamento,3,3,152,Santa Barbara,1070000000
Apartamento,2,2,63,Salitre ,602113626
Apartamento,3,3,111,Salitre ,882532946
Casa,3,3,215,Zona Noroccidental,1300000000
Apartamento,3,3,129,Chico Norte,565000000
Apartamento,3,3,130,Usaquén,995000000
Apartamento,4,6,515,Chapinero,1400000000
Casa,5,8,400,San Patricio,2600000000
Casa,4,5,208,Pontevedra ,850000000
Apartamento,2,3,112,El Batán,480000000
Apartamento,2,2,68,Usaquén,380000000
Casa,5,5,773,Chapinero,4600000000
Casa,3,4,300,Zona Noroccidental,1850000000
Apartamento,3,2,174,Santa Barbara,750000000
Apartamento,2,3,122,Usaquén,890000000
Apartamento,3,5,129,Zona Noroccidental,820000000
Casa,3,5,264,Usaquén,1500000000
Apartamento,3,3,88,Zona Noroccidental,650000000
Apartamento,3,3,164,Los Rosales,1400000000
Apartamento,3,4,165,Santa Barbara,730000000
Casa,9,4,250,Rafael Uribe Uribe,460000000
Apartamento,3,3,154,Andes Norte,1260000000
Casa,3,2,114,Usaquén,416000000
Apartamento,3,1,53,Fontibón,168000000
Casa,3,2,114,Usaquén,416000000
Apartamento,2,2,81,Santa Barbara,510000000
Apartamento,1,2,55,Santa Barbara,388000000
Apartamento,2,2,73,Barrios Unidos,320000000
Apartamento,3,2,75,Engativa,319000000
Apartamento,3,1,61,Cedritos,280000000
Casa,3,2,84,Zona Noroccidental,350000000
Apartamento,3,3,66,Usaquén,261500000
Apartamento,3,3,94,Engativa,485000000
Apartamento,1,1,23,Chapinero,180000000
Apartamento,3,4,219,Barrios Unidos,1450000000
Apartamento,3,2,55,Engativa,250000000
Apartamento,3,2,88,Usaquén,408000000
Casa,3,3,71,Barrios Unidos,230000000
Apartamento,2,3,67,Santa Barbara,477000000
Apartamento,3,2,63,Kennedy,280000000
Apartamento,1,1,52,Barrios Unidos,255000000
Apartamento,3,2,65,Cantagallo,330000000
Casa,3,5,290,Zona Noroccidental,1200000000
Apartamento,2,1,63,Santa Barbara,345000000
Apartamento,4,4,230,Santa Ana,2200000000
Apartamento,1,2,72,Usaquén,450000000
Apartamento,3,4,300,Los Rosales,3000000000
Casa,3,4,159,Cedritos,595000000
Apartamento,2,2,73,Fontibón,260000000
Apartamento,3,2,55,Los Lagartos,260000000
Apartamento,2,2,88,Chico Reservado,640000000
Apartamento,3,2,80,Zona Noroccidental,385000000
Apartamento,3,3,102,Los Lagartos,600000000
Apartamento,2,2,78,Bella Suiza,475000000
Apartamento,2,3,139,Chapinero,825000000
Apartamento,2,2,70,Cedritos,415000000
Apartamento,2,2,66,Santa Barbara,430000000
Apartamento,3,3,89,Usaquén,460000000
Apartamento,2,2,83,Bella Suiza,450000000
Apartamento,3,5,342,Chapinero,3500000000
Casa,4,2,77,Gran Granada,255000000
Apartamento,2,1,60,Modelia,260000000
Apartamento,3,3,66,Usaquén,261500000
Apartamento,3,2,88,Usaquén,408000000
Apartamento,3,2,88,Usaquén,408000000
Apartamento,2,1,45,Bosa,116000000
Casa,5,3,130,Usaquén,505000000
Apartamento,2,2,81,Santa Barbara,510000000
Casa,2,1,54,Tintala,167000000
Casa,1,2,58,Santa Barbara,419600000
Casa,3,3,140,Usaquén,534000000
Apartamento,2,3,77,Usaquén,445000000
Apartamento,3,3,82,Usaquén,300000000
Apartamento,2,2,79,Cedritos,354000000
Apartamento,2,2,60,Cedritos,299000000
Casa,3,3,146,Cedritos,690000000
Apartamento,2,2,68,Nicolas De Federman,508000000
Apartamento,3,2,95,Cedritos,442436000
Apartamento,3,2,78,Zona Noroccidental,232000000
Apartamento,3,2,66,Zona Noroccidental,285000000
Apartamento,2,2,64,Cedritos,277000000
Apartamento,2,1,41,Villa Alsacia,188000000
Apartamento,1,2,64,Cedritos,385000000
Apartamento,2,2,74,Bosa,489000000
Apartamento,3,2,82,Usaquén,340000000
Apartamento,3,2,68,Zona Noroccidental,323000000
Casa,3,5,175,Usaquén,1170000000
Casa,8,5,142,Barrios Unidos,450000000
Apartamento,2,2,75,Los Rosales,580000000
Apartamento,3,2,88,Usaquén,408000000
Apartamento,3,3,173,Santa Barbara,730000000
Apartamento,3,2,54,Engativa,280000000
Apartamento,3,2,70,Engativa,298500000
Apartamento,2,2,62,Barrios Unidos,411000000
Apartamento,3,2,61,Usaquén,270000000
Apartamento,3,2,73,Zona Noroccidental,318000000
Apartamento,2,2,85,Usme,550000000
Apartamento,3,3,164,Bogotá DC,1150000000
Apartamento,3,3,175,Chapinero,1200000000
Apartamento,3,5,310,Kennedy,2900000000
Casa,4,5,566,Bogotá DC,2800000000
Apartamento,3,3,125,Los Rosales,900000000
Apartamento,3,2,63,Zona Noroccidental,290500000
Apartamento,1,2,70,Usaquén,474500000
Casa,5,5,205,Cedritos,1100000000
Apartamento,1,1,59,Santa Barbara,390000000
Apartamento,3,3,177,Usaquén,875000000
Apartamento,3,2,76,Zona Noroccidental,375000000
Apartamento,2,2,80,Usaquén,349000000
Apartamento,3,4,186,Santa Paula,1300000000
Apartamento,3,4,365,Chico Reservado,2865000000
Apartamento,3,2,82,Usaquén,406000000
Apartamento,3,4,184,Fontibón,920000000
Apartamento,2,3,85,Usaquén,519000000
Apartamento,3,3,96,Zona Noroccidental,500000000
Apartamento,4,5,345,Usaquén,3600000000
Apartamento,3,2,70,Engativa,280000000
Apartamento,2,2,57,Zona Noroccidental,225000000
Apartamento,3,2,86,Usaquén,451000000
Apartamento,3,2,75,San Cipriano,350000000
Apartamento,3,2,92,Usaquén,491000000
Apartamento,2,3,196,Chapinero,1550000000
Apartamento,1,2,75,Los Rosales,560000000
Apartamento,3,3,215,Santa Barbara,1250000000
Apartamento,1,2,98,Chapinero,980000000
Apartamento,3,3,215,Santa Barbara,1250000000
Apartamento,3,3,247,Los Rosales,2800000000
Apartamento,3,4,325,Quinta Camacho,2200000000
Apartamento,3,4,333,Chico Reservado,5500000000
Apartamento,3,2,54,Zona Noroccidental,165000000
Apartamento,3,3,66,Usaquén,261500000
Apartamento,3,2,88,Zona Noroccidental,405000000
Apartamento,4,3,96,Zona Noroccidental,423000000
Apartamento,3,2,88,Zona Noroccidental,500000000
Casa,5,5,355,Los Mártires,550000000
Casa,4,5,187,Zona Noroccidental,1050000000
Apartamento,3,3,224,El Refugio,1490000000
Apartamento,1,2,48,Chapinero,600000000
Apartamento,2,2,57,Engativa,273000000
Apartamento,3,2,67,Usaquén,268000000
Apartamento,3,2,75,Zona Noroccidental,315000000
Apartamento,3,2,98,Usaquén,458000000
Apartamento,3,2,60,Los Mártires,258000000
Apartamento,3,3,108,Modelia,670000000
Apartamento,3,2,62,Engativa,274000000
Apartamento,3,2,71,Engativa,290000000
Apartamento,3,2,85,Gran Granada,347000000
Casa,3,3,80,Castilla,346000000
Apartamento,2,3,153,Quinta Paredes,739000000
Casa,4,2,250,Barrios Unidos,900000000
Apartamento,3,2,77,Kennedy,316000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,70,Kennedy,350000000
Apartamento,3,2,68,Teusaquillo,350000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,80,Quinta Paredes,528000000
Casa,3,4,248,La Soledad ,840000000
Casa,5,2,210,La Soledad ,1000000000
Apartamento,2,3,153,Quinta Paredes,739000000
Oficina/Consultorio,2,2,37,San Diego,330000000
Apartamento,3,3,103,El Batán,418000000
Apartamento,2,2,79,Cedritos,354000000
Apartamento,3,2,132,Niza,490000000
Apartamento,3,2,120,Los Rosales,980000000
Apartamento,3,3,160,Santa Barbara,615000000
Apartamento,4,4,223,El Retiro,1500000000
Apartamento,3,3,154,Cerros De Suba,830000000
Casa,3,4,180,Usaquén,2500000000
Apartamento,2,2,63,Chapinero Central,335000000
Apartamento,5,5,354,Los Rosales,2150000000
Apartamento,3,3,131,Chapinero,1000000000
Apartamento,3,3,150,Santa Barbara,1100000000
Apartamento,3,3,96,Usaquén,450000000
Casa,3,3,201,Usaquén,980000000
Apartamento,3,2,60,Usaquén,250000000
Apartamento,3,3,186,Chico Norte,1800000000
Apartamento,3,3,214,El Retiro,1500000000
Apartamento,3,2,67,Hayuelos,295000000
Apartamento,3,3,150,Chico Norte,1280000000
Casa,4,3,239,Las Villas,920000000
Apartamento,3,3,104,Chapinero,900000000
Apartamento,3,3,188,Santa Barbara,870000000
Apartamento,3,3,120,Los Rosales,750000000
Casa,4,4,250,Teusaquillo,1700000000
Casa,3,3,300,Zona Noroccidental,1600000000
Apartamento,2,3,92,El Chicó,860000000
Apartamento,3,2,58,Teusaquillo,116000000
Apartamento,3,2,70,Zona Noroccidental,332808000
Apartamento,3,2,82,Usaquén,340000000
Apartamento,2,2,62,Barrios Unidos,411000000
Apartamento,3,2,93,Usaquén,500000000
Apartamento,3,3,200,Chico Reservado,1550000000
Apartamento,3,3,149,Usme,1080000000
Apartamento,3,3,267,La Candelaria,2200000000
Apartamento,4,6,540,Usaquén,7500000000
Apartamento,1,1,59,Santa Barbara,390000000
Apartamento,3,2,59,Engativa,245000000
Apartamento,3,4,250,Kennedy,2700000000
Apartamento,3,3,161,Chico Norte,1000000000
Apartamento,3,2,82,Cedritos,397000000
Casa,7,4,479,San Patricio,7000000000
Apartamento,3,3,103,El Batán,418000000
Apartamento,3,3,115,Usaquén,468000000
Apartamento,2,2,71,Chapinero,422000000
Apartamento,2,2,60,Zona Noroccidental,396000000
Apartamento,4,7,550,Zona Noroccidental,7200000000
Apartamento,3,3,123,Santa Barbara,740000000
Apartamento,3,2,86,Usaquén,451000000
Apartamento,3,2,75,San Cipriano,350000000
Apartamento,2,2,94,Zona Noroccidental,440000000
Apartamento,2,3,104,El Chicó,720000000
Apartamento,3,4,210,Usaquén,1300000000
Apartamento,3,4,202,Chico Reservado,1300000000
Apartamento,4,5,317,Usaquén,2300000000
Apartamento,3,3,125,Los Rosales,900000000
Apartamento,3,2,63,Zona Noroccidental,290500000
Apartamento,1,2,70,Usaquén,474500000
Apartamento,3,4,210,Los Rosales,2200000000
Apartamento,3,1,52,Puente Aranda,120000000
Apartamento,3,2,58,Teusaquillo,116000000
Apartamento,3,1,53,Fontibón,168000000
Apartamento,2,3,201,Los Rosales,1150000000
Apartamento,3,4,214,El Retiro,1680000000
Apartamento,3,3,115,Zona Noroccidental,680000000
Apartamento,2,2,131,Santa Barbara,740000000
Casa,3,4,300,Zona Noroccidental,1850000000
Apartamento,3,2,174,Santa Barbara,750000000
Apartamento,3,5,129,Zona Noroccidental,820000000
Apartamento,2,3,122,Usaquén,890000000
Casa,3,5,264,Usaquén,1500000000
Casa,9,4,250,Rafael Uribe Uribe,460000000
Apartamento,3,3,194,Santa Barbara,1350000000
Apartamento,3,2,105,Chapinero Alto,435000000
Apartamento,3,4,220,Chapinero,2000000000
Apartamento,2,2,48,Kennedy,145000000
Apartamento,3,3,88,Metropolis,398000000
Apartamento,1,1,48,Cedritos,320000000
Casa,7,2,270,Barrios Unidos,950000000
Apartamento,2,2,85,Chico Norte,760000000
Casa,5,3,325,Quiroga,550000000
Apartamento,1,1,57,Usme,450000000
Apartamento,3,2,90,Usaquén,560000000
Apartamento,5,5,170,Chico Norte,880000000
Apartamento,3,3,164,Los Rosales,1400000000
Apartamento,3,4,165,Santa Barbara,730000000
Apartamento,3,3,88,Zona Noroccidental,650000000
Apartamento,3,4,127,Cedritos,380000000
Apartamento,3,2,136,Teusaquillo,550000000
Casa,3,2,114,Usaquén,416000000
Apartamento,3,2,111,Lagos De Cordoba,680000000
Apartamento,3,2,81,Engativa,330000000
Casa,9,5,523,Engativa,2000000000
Apartamento,3,1,96,Galicia,170000000
Apartamento,4,2,95,Engativa,390000000
Apartamento,3,2,80,Usaquén,320000000
Apartamento,3,3,139,Usaquén,890000000
Apartamento,3,3,76,Zona Noroccidental,450000000
Apartamento,3,2,75,Boyaca ,404000000
Apartamento,3,1,43,Kennedy,150000000
Casa,4,3,185,Zona Noroccidental,850000000
Apartamento,3,2,105,Zona Noroccidental,624750000
Apartamento,3,2,54,Engativa,249000000
Apartamento,2,1,40,Ciudad Bolívar,142000000
Apartamento,2,2,81,Santa Barbara,510000000
Apartamento,3,2,60,Galicia,235000000
Casa,3,4,220,Usme,950000000
Apartamento,2,1,72,Fontibón,290000000
Casa,9,3,412,Antonio Nariño,900000000
Apartamento,3,2,50,Engativa,180000000
Apartamento,3,2,50,Villas De Granada,180000000
Casa,4,3,69,Cantagallo,310000000
Casa,1,2,150,Santa Fe,1100000000
Apartamento,1,2,50,Teusaquillo,303960000
Apartamento,1,2,50,Teusaquillo,303960000
Apartamento,2,3,134,Puente Aranda,1040000000
Casa,3,2,86,Kennedy,350000000
Apartamento,2,1,38,Kennedy,115000000
Casa,5,3,130,Engativa,330000000
Apartamento,4,4,250,El Chicó,2200000000
Apartamento,3,1,47,Kennedy,129000000
Apartamento,3,2,59,Fontibón,205000000
Apartamento,3,3,115,Chapinero,760000000
Apartamento,3,2,81,Zona Noroccidental,311000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,80,Quinta Paredes,528000000
Apartamento,2,3,153,Quinta Paredes,739000000
Casa,3,4,450,Santa Fe,1600000000
Apartamento,3,5,150,Chapinero,1300000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,2,80,Quinta Paredes,528000000
Apartamento,3,1,49,Bosa,134000000
Casa,14,5,382,Barrios Unidos,1750000000
Apartamento,3,2,70,Kennedy,350000000
Casa,4,2,72,Engativa,365000000
Apartamento,1,2,65,Fontibón,550000000
Casa,5,3,130,Engativa,330000000
Apartamento,3,1,51,Kennedy,172000000
Apartamento,3,1,51,Kennedy,169000000
Apartamento,2,2,54,Kennedy,250000000
Apartamento,4,2,87,Kennedy,380000000
Apartamento,3,1,42,Kennedy,170000000
Apartamento,2,2,54,Villemar,210000000
Casa,14,8,563,Puente Aranda,1000000000
Apartamento,3,2,81,Zona Noroccidental,311000000
Casa,3,3,65,Fontibón,315000000
Apartamento,3,2,49,Engativa,148000000
Apartamento,3,2,64,Villas De Granada,190000000
Casa,4,2,72,Engativa,365000000
Apartamento,3,1,51,Kennedy,169000000
Apartamento,3,1,51,Kennedy,177000000
Apartamento,3,1,51,Kennedy,169000000
Apartamento,2,1,52,Engativa,200000000
Apartamento,3,2,64,Villas De Granada,190000000
Apartamento,3,2,87,Kennedy,400000000
Apartamento,3,1,45,Kennedy,176000000
Apartamento,3,1,51,Kennedy,177000000
Apartamento,3,1,42,Kennedy,170000000
Apartamento,3,1,51,Kennedy,172000000
Apartamento,1,1,31,Chapinero,241200000
Apartamento,1,1,37,Chapinero Central,275000000
Oficina/Consultorio,3,3,106,El Chicó,700000000
Apartamento,2,3,84,Chapinero Alto,690000000
Casa,3,3,91,Zona Noroccidental,435000000
Apartamento,2,2,81,Zona Noroccidental,415000000
Casa,4,2,65,Tintala,190000000
Casa,3,2,80,Antonio Nariño,365000000
Apartamento,3,2,70,Engativa,226000000
Apartamento,2,1,45,Bosa,116000000
Apartamento,2,1,62,Zona Noroccidental,360000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,2,3,153,Quinta Paredes,739000000
Apartamento,3,3,77,Teusaquillo,520000000
Apartamento,3,1,42,Kennedy,170000000
Apartamento,2,2,81,Santa Barbara,510000000
Apartamento,1,2,55,Santa Barbara,388000000
Apartamento,3,3,66,Usaquén,261500000
Apartamento,3,3,94,Engativa,485000000
Casa,3,2,114,Usaquén,416000000
Apartamento,1,1,23,Chapinero,180000000
Casa,3,3,71,Barrios Unidos,230000000
Apartamento,2,2,48,Gran America,350000000
Apartamento,1,2,51,Usaquén,430000000
Apartamento,3,3,109,Zona Noroccidental,550000000
Apartamento,3,2,59,Antonio Nariño,245000000
Apartamento,3,2,56,Ciudad Bolívar,162000000
Apartamento,2,3,91,San Patricio,680000000
Apartamento,2,3,84,Pasadena ,330000000
Apartamento,3,1,53,Bosa,142000000
Apartamento,2,1,47,Bosa,119000000
Casa,3,2,86,Bosa,348000000
Apartamento,2,1,45,Bosa,116000000
Apartamento,2,1,47,Bosa,119000000
Apartamento,3,2,68,Zona Noroccidental,323000000
Apartamento,2,1,48,Bosa,130000000
Apartamento,2,1,47,Bosa,130000000
Casa,3,4,255,Usaquén,1600000000
Casa,3,2,68,Zona Noroccidental,228000000
Apartamento,3,3,83,El Retiro,840000000
Apartamento,2,2,61,Fontibón,315000000
Apartamento,3,3,77,Cedritos,325000000
Apartamento,3,3,190,Chapinero,1495000000
Apartamento,1,2,44,Santa Fe,397000000
Apartamento,1,2,44,Santa Fe,397000000
Apartamento,2,2,63,Santa Barbara,455000000
Apartamento,1,2,64,Santa Barbara,575000000
Apartamento,1,2,51,Usaquén,327000000
Casa,5,5,264,La Calleja,750000000
Apartamento,2,2,68,Mirandela ,272250000
Apartamento,3,2,99,Usaquén,440000000
Apartamento,1,1,50,Santa Teresa,265000000
Apartamento,2,2,78,Usaquén,510000000
Apartamento,3,4,175,Santa Barbara,795000000
Apartamento,5,4,150,La Calleja,550000000
Apartamento,3,3,114,San Patricio,785000000
Apartamento,3,3,115,Santa Barbara,570000000
Apartamento,3,2,76,Zona Noroccidental,340000000
Apartamento,2,3,76,Usaquén,475000000
Apartamento,2,2,66,Zona Noroccidental,440000000
Apartamento,4,3,115,Usaquén,500000000
Apartamento,3,3,120,Santa Barbara,450000000
Apartamento,3,3,220,Usaquén,1540000000
Apartamento,3,2,48,Fontibón,171000000
Apartamento,3,2,79,Usaquén,300000000
Apartamento,3,4,206,Usaquén,1250000000
Apartamento,3,2,79,Usaquén,300000000
Apartamento,2,1,47,Fontibón,155000000
Apartamento,3,3,149,Usaquén,1170000000
Apartamento,3,3,128,Engativa,890000000
Apartamento,3,1,47,Puente Aranda,130000000
Apartamento,2,2,53,Cedritos,371000000
Apartamento,1,2,51,Cedritos,320000000
Apartamento,2,1,56,Fontibón,217000000
Apartamento,1,2,59,Usaquén,369000000
Apartamento,2,2,61,Usaquén,285000000
Casa,5,6,550,Zona Noroccidental,3850000000
Apartamento,2,2,82,Usaquén,460000000
Apartamento,2,2,101,Santa Barbara,530000000
Apartamento,4,5,270,Usaquén,2200000000
Apartamento,3,2,101,Bella Suiza,499500000
Casa,4,5,680,Zona Noroccidental,4000000000
Apartamento,3,1,53,Bosa,138000000
Apartamento,3,1,49,Bosa,134000000
Apartamento,2,1,45,Bosa,115500000
Casa,2,1,44,Bosa,126000000
Apartamento,3,2,99,El Batán,860000000
Apartamento,3,2,88,Zona Noroccidental,500000000
Apartamento,3,3,126,Chico Reservado,634000000
Apartamento,2,2,103,Chico Reservado,450000000
Apartamento,3,2,88,Zona Noroccidental,500000000
Apartamento,3,2,88,Zona Noroccidental,500000000
Apartamento,3,2,88,Zona Noroccidental,500000000
Casa,4,4,285,Chico Reservado,870000000
Apartamento,3,4,118,Chico Reservado,680000000
Apartamento,3,4,150,Chico Reservado,900000000
Apartamento,3,3,144,Chico Reservado,670000000
Apartamento,2,2,51,Zona Noroccidental,245500000
Casa,4,5,336,Zona Noroccidental,1650000000
Apartamento,2,2,81,La Calleja,630000000
Apartamento,3,4,105,Chico Reservado,795000000
Apartamento,3,3,143,Chico Reservado,690000000
Apartamento,2,2,109,Chico Reservado,499000000
Casa,4,5,680,Zona Noroccidental,4000000000
Casa,4,2,73,Zona Noroccidental,199000000
Apartamento,3,2,79,Usaquén,300000000
Apartamento,3,3,137,Usaquén,1200000000
Apartamento,3,2,79,Usaquén,300000000
Apartamento,3,3,149,Usaquén,1170000000
Apartamento,2,2,53,Cedritos,371000000
Apartamento,3,4,206,Usaquén,1250000000
Apartamento,3,3,83,El Retiro,840000000
Apartamento,3,2,62,Fontibón,337110000
Apartamento,3,1,47,Puente Aranda,130000000
Casa,4,4,362,Zona Noroccidental,1480000000
Apartamento,3,4,162,Chapinero,1190000000
Apartamento,2,1,45,Bosa,115000000
Casa,3,2,82,Zona Noroccidental,285000000
Apartamento,3,2,68,Zona Noroccidental,323000000
Apartamento,3,1,65,Zona Noroccidental,194000000
Apartamento,3,2,68,Zona Noroccidental,323000000
Apartamento,3,3,131,Usaquén,1100000000
Apartamento,3,3,125,Zona Noroccidental,670000000
Casa,3,4,106,Zona Noroccidental,490000000
Apartamento,4,3,126,Usaquén,630000000
Casa,4,3,600,Santa Barbara,3000000000
Apartamento,2,2,62,Santa Barbara,400000000
Apartamento,4,3,96,Mazuren,300000000
Apartamento,3,4,180,Santa Barbara,720000000
Casa,3,3,129,San Patricio,800000000
Apartamento,2,2,68,Nicolas De Federman,508000000
Apartamento,1,1,35,Gran America,200000000
Apartamento,2,2,80,San Patricio,620000000
Apartamento,3,1,52,Zona Noroccidental,168000000
Apartamento,2,1,44,Zona Noroccidental,144000000
Apartamento,2,3,98,Santa Barbara,715000000
Apartamento,3,3,140,La Calleja,850000000
Apartamento,3,3,134,La Calleja,690000000
Apartamento,2,2,62,Santa Barbara,400000000
Apartamento,3,2,116,La Calleja,550000000
Bodega,3,6,475,Ciudad Bolívar,980000000
Apartamento,3,3,93,Cedritos,385000000
Apartamento,1,2,62,La Salle,380000000
Apartamento,3,5,136,Chico Reservado,960000000
Apartamento,3,2,89,Chico Reservado,560000000
Apartamento,2,1,38,Ciudad Bolívar,175000000
